,graph,reward,trialNumber,difficulty,difficulty_2,type,wid,RT_first_visit,RT_second_visit,RT,max_reward,current_reward,loss,accuracy,accuracy_1,df,unchoosen_diff
18,"[[], [], [0, 3], [], [], [8, 1], [2, 0], [5, 10], [], [], [4]]","[-2, 1, -1, -2, 3, 1, 1, None, -3, -1, 2]",290,5,,best_alone,w58a3a3f,7.635303886259415,7.336936913707618,8.190077049719049,5,5,0,1,1,1,4.0
19,"[[], [5], [7, 9], [10, 6], [3, 10], [], [], [], [2, 1], [], []]","[4, 3, -2, 4, -4, 3, -2, -2, None, -4, -3]",388,11,,best_alone,w58a3a3f,7.672292455628756,6.647688373563329,7.9786537290827315,6,6,0,1,1,1,2.0
20,"[[1, 4], [], [], [9, 2], [], [], [], [8, 5], [], [2], [0, 7]]","[0, 0, 1, -3, -2, 2, 1, 2, 0, 1, None]",87,4,0.0,best_second,w58a3a3f,8.182838710766026,7.471932078245122,8.58223158759546,4,4,0,1,1,2,2.0
21,"[[1, 6], [], [5, 9], [], [0, 8], [9], [], [], [10, 3], [], []]","[3, 3, 1, 4, None, 1, 0, 2, -4, -4, -2]",5,7,3.0,best_second,w58a3a3f,7.704811922932594,7.404887575616125,8.258940462988459,6,6,0,1,1,2,6.0
22,"[[2], [4, 7], [], [], [], [], [8, 1], [], [3, 10], [0, 2], []]","[2, -1, 4, 3, 0, -3, None, 2, 1, 2, -1]",167,4,3.0,best_third,w58a3a3f,8.463792414689122,8.168486417126681,9.020026965252676,4,-1,5,0,0,2,4.0
23,"[[4, 3], [6, 0], [], [], [], [10], [8, 7], [], [], [5, 10], []]","[-3, None, 2, -1, -2, -3, 3, -3, 4, -2, -4]",399,10,6.0,best_second,w58a3a3f,7.437206366871293,7.029087564149662,7.946617563244473,7,7,0,1,1,2,1.0
24,"[[], [0], [], [], [], [], [], [8, 10], [4, 5], [1, 0], [6, 2]]","[4, 0, 4, 4, -4, 2, 0, None, 3, 3, 0]",1,4,1.0,best_min,w58a3a3f,8.872487182278038,6.77078942390898,8.987696695703624,5,5,0,1,1,2,4.0
25,"[[6, 2], [4, 3], [], [5, 7], [8, 9], [], [2], [], [], [], []]","[3, None, 1, 0, 2, -2, 2, 0, 2, -3, 2]",221,5,5.0,best_third,w58a3a3f,8.50936261230105,6.853299093186078,8.683893367307236,4,4,0,1,1,2,2.0
26,"[[], [], [5, 8], [], [], [8, 1], [10, 7], [4], [], [], [0, 3]]","[-1, 4, -2, 3, -1, 3, None, -3, -1, -2, 3]",30,7,0.0,best_second,w58a3a3f,7.187657164114955,7.264730177929867,7.919719760924575,6,6,0,1,1,1,
27,"[[5], [], [], [], [], [], [8, 3], [6, 8], [], [1, 4], [9, 0]]","[-2, -2, -3, 3, 3, 2, -3, -3, 3, 4, None]",178,6,1.0,best_second,w58a3a3f,7.097548850614793,7.229113877793302,7.8582541821860294,7,7,0,1,1,1,
28,"[[6, 3], [], [], [1], [], [10, 8], [2, 4], [], [], [], [8, 7]]","[None, 2, 2, -2, -2, -2, 0, 0, 3, -4, -1]",318,3,2.0,best_min,w58a3a3f,8.743531633626967,7.243512974665482,8.944811104165534,2,2,0,1,1,1,
29,"[[9, 2], [], [], [7, 4], [], [1, 10], [0, 5], [4], [], [], []]","[1, 3, 4, 2, -3, 3, None, 0, -3, -4, 1]",325,4,2.0,best_third,w58a3a3f,7.5745584842024805,7.00033446027523,8.020927718981575,6,6,0,1,1,2,8.0
30,"[[], [], [], [], [1, 2], [0, 7], [], [], [3], [4, 1], [5, 8]]","[0, -3, -3, 4, 0, -4, 0, 4, 2, 1, None]",200,8,,best_alone,w58a3a3f,7.607381425639791,6.839476438228843,7.988203597022575,6,6,0,1,1,1,4.0
31,"[[], [], [0, 7], [9], [], [], [4, 5], [], [2, 6], [], [3, 9]]","[4, -2, -3, 0, -4, -1, -3, 2, None, 2, 3]",171,5,5.0,best_second,w58a3a3f,8.83127373772255,6.697034247666484,8.942983665985647,1,1,0,1,1,2,3.0
32,"[[], [2], [], [], [9, 3], [10, 6], [], [4, 1], [], [], [6, 8]]","[-2, 2, 4, -4, -2, 1, 3, None, 2, -2, -2]",54,11,,best_alone,w58a3a3f,7.654917047848321,6.298949246855942,7.8838232148921525,6,6,0,1,1,1,2.0
33,"[[6, 4], [7, 2], [], [], [10, 3], [], [8, 5], [2], [], [], []]","[None, 0, 0, 3, 3, 2, -3, 4, 1, -1, 0]",377,6,0.0,best_second,w58a3a3f,7.420578905410801,7.60887062919126,8.212025804623437,6,6,0,1,1,2,1.0
34,"[[], [], [], [10], [1, 2], [], [5, 0], [4, 6], [3, 10], [], []]","[-1, -2, -4, -4, -3, 1, 4, None, 3, -4, -1]",315,8,5.0,best_second,w58a3a3f,7.472500744737558,6.095824562432225,7.697121317282625,5,5,0,1,1,2,2.0
35,"[[8, 5], [7, 9], [0, 3], [6, 4], [], [], [], [9], [], [], []]","[-2, 2, None, -4, 0, -1, 2, 3, 2, 1, -4]",177,3,1.0,best_third,w58a3a3f,8.173857454773621,6.901737206656573,8.420682291035394,0,0,0,1,1,2,2.0
36,"[[], [8, 3], [], [], [5, 9], [6, 0], [], [], [3], [7, 2], []]","[0, -2, -1, -4, None, 2, 4, -4, 4, -3, 4]",77,9,2.0,best_second,w58a3a3f,7.913155185928068,6.293419278846481,8.09346227450118,6,6,0,1,1,2,3.0
37,"[[4, 6], [2], [], [], [7, 3], [], [8, 5], [], [], [1, 2], []]","[None, -1, -4, -1, 4, 4, 3, 0, -1, -3, -2]",247,4,1.0,best_min,w58a3a3f,7.992268643270744,7.385851078125209,8.42726848388825,7,7,0,1,1,2,1.0
38,"[[], [], [4, 6], [5], [6, 1], [], [], [10, 3], [], [], [0, 9]]","[2, 1, 3, 3, -2, 1, 2, None, 4, -1, 3]",260,2,4.0,best_min,w58a3a3f,8.990815266184685,7.560080465021827,9.205126804923294,5,5,0,1,1,1,
39,"[[], [9, 0], [5, 3], [], [10], [], [], [1, 2], [4, 10], [], []]","[3, 4, -4, 4, -1, -1, 4, None, 2, 1, 2]",301,7,1.0,best_second,w58a3a3f,8.269244521183058,7.665284718471351,8.705165419719005,7,7,0,1,1,2,5.0
40,"[[6, 1], [9], [4, 7], [], [7, 5], [], [3, 10], [], [], [], []]","[None, -4, -4, 3, -4, 0, 3, 4, -1, -2, -3]",304,9,6.0,best_second,w58a3a3f,8.340933226000878,6.7464121285733745,8.525558107747864,6,6,0,1,1,1,
41,"[[7, 5], [9, 0], [], [4, 8], [8], [], [], [], [], [10, 2], []]","[-3, None, 3, -4, 4, -1, 0, 3, 4, 1, 4]",235,5,2.0,best_second,w58a3a3f,7.927685045615778,7.282073658093465,8.349011198176003,5,5,0,1,1,2,4.0
42,"[[6], [4, 9], [], [], [2, 8], [], [], [0, 6], [], [10, 3], []]","[4, None, -2, 4, -4, 0, 1, 4, -1, 4, -2]",373,11,0.0,best_second,w58a3a3f,7.81237820598861,7.452402451223638,8.341410211461865,8,8,0,1,1,2,1.0
43,"[[], [], [], [2], [6, 5], [], [5, 0], [8, 3], [1, 9], [], []]","[-2, -2, 0, 4, -3, -4, 4, None, -4, -4, 3]",238,11,,best_alone,w58a3a3f,7.700295203420117,6.3835066348840055,7.937374696163296,4,4,0,1,1,1,2.0
44,"[[6], [], [5, 7], [4, 8], [], [7, 10], [], [], [], [3, 0], []]","[4, 3, -2, 0, -4, 4, 4, -3, -2, None, -3]",230,11,,best_alone,w58a3a3f,8.07215530818825,6.837332814685591,8.32724260745779,8,8,0,1,1,1,2.0
45,"[[7, 3], [], [6, 4], [10], [], [2, 6], [], [9, 1], [], [], []]","[None, -3, 2, 2, -1, -1, -3, -2, 1, 1, 4]",268,9,,best_alone,w58a3a3f,7.465655310134057,6.410174881966167,7.763871287820222,6,6,0,1,1,1,4.0
46,"[[3, 8], [], [0, 3], [], [], [6, 7], [10, 1], [9], [], [], []]","[-2, -2, -1, 4, -1, None, -1, 1, -1, 4, 0]",294,7,,best_alone,w58a3a3f,8.57828829077605,6.20050917404269,8.666819365372051,5,5,0,1,1,1,2.0
47,"[[1, 3], [7, 6], [10], [9, 8], [], [2, 10], [], [], [], [], []]","[None, 0, 0, -3, -4, -3, -1, 3, -4, -1, -3]",137,7,1.0,best_second,w58a3a3f,8.260234291607297,6.849066282633457,8.478244441277663,3,3,0,1,1,2,3.0
48,"[[], [], [], [], [0, 2], [], [], [3], [1, 5], [7, 3], [8, 4]]","[2, -1, 3, 3, 0, 2, 0, 3, 2, -3, None]",15,2,0.0,best_min,w58a3a3f,9.638740451366843,6.813444599510896,9.696278864234225,4,1,3,0,1,2,1.0
49,"[[], [9, 4], [5, 8], [], [], [8, 6], [], [1, 10], [], [], [3]]","[-1, -3, 0, -4, 4, -3, -2, None, 0, 0, 3]",236,3,,best_min,w58a3a3f,7.447751280047908,8.127995055771944,8.537583881063972,1,-1,2,0,0,1,4.0
50,"[[], [5, 8], [], [2, 0], [], [8, 6], [], [], [], [7], [3, 9]]","[1, -4, 3, 0, 4, -4, 2, -4, -1, 3, None]",360,3,1.0,best_second,w58a3a3f,8.481773246184977,6.99576615630485,8.685584842676695,3,3,0,1,1,1,
51,"[[], [4, 9], [], [], [], [1, 8], [], [10, 0], [6, 2], [], [0]]","[4, 1, -2, -1, -3, None, -3, 4, -4, 4, 0]",381,10,3.0,best_second,w58a3a3f,8.015327309021718,6.907755278982137,8.300528606199737,5,5,0,1,1,2,1.0
52,"[[], [], [7, 4], [9, 1], [], [8, 6], [], [4], [], [], [3, 5]]","[3, 3, -3, 4, 1, -4, -4, 0, -3, -1, None]",283,11,1.0,best_second,w58a3a3f,8.1101268019411,7.9287663216266955,8.716535732544495,7,7,0,1,1,2,1.0
53,"[[], [], [5, 7], [4, 2], [8, 1], [], [], [], [], [10, 6], [6]]","[-3, -3, 2, None, -4, 4, -1, -3, 0, 0, 1]",191,10,5.0,best_second,w58a3a3f,7.451241684987676,7.083387847625295,7.976938756959434,6,6,0,1,1,2,3.0
54,"[[], [], [6, 7], [0], [9, 10], [3, 0], [], [], [2, 4], [], []]","[4, 2, -2, -2, -1, -2, -4, -2, None, 2, 3]",7,5,4.0,best_second,w58a3a3f,7.487173694213739,7.183870715062453,8.039802343736485,2,2,0,1,1,2,2.0
55,"[[], [], [1, 7], [6, 10], [3, 6], [9], [], [], [2, 5], [], []]","[-2, -4, 0, 0, 0, 4, 4, 4, None, 3, -1]",124,7,,best_alone,w58a3a3f,7.736743682453495,6.747586526829315,8.052614818815567,7,7,0,1,1,1,8.0
56,"[[], [], [3, 8], [9, 6], [1], [4, 1], [], [], [7, 10], [], []]","[0, 4, None, -4, 1, 4, -2, 0, -2, 3, 4]",289,5,6.0,best_third,w58a3a3f,8.506132244056813,7.3310603052186325,8.775085935057266,2,2,0,1,1,2,5.0
57,"[[7, 10], [5, 2], [], [9, 0], [], [2], [], [], [], [8, 6], []]","[3, 4, -1, None, -1, -3, -4, -1, 1, -4, 4]",139,10,1.0,best_second,w58a3a3f,7.540621528657152,7.393263094763838,8.162516250140179,7,7,0,1,1,2,5.0
58,"[[2, 8], [9, 4], [], [], [], [0, 2], [10], [1, 6], [], [], []]","[1, -2, 1, 3, 4, -2, 4, None, -2, -2, 1]",148,6,,best_alone,w58a3a3f,7.338888133838879,6.731018100482083,7.773173680482535,5,5,0,1,1,1,6.0
59,"[[], [5, 4], [], [0], [], [], [3, 0], [], [10, 1], [], [7, 2]]","[4, -3, -3, -4, -4, 3, -1, 3, None, 4, 4]",397,9,7.0,best_second,w58a3a3f,8.99342737041261,6.669498089857879,9.086702731518004,7,7,0,1,1,2,7.0
60,"[[], [9, 5], [], [0], [], [7, 2], [], [], [], [4, 6], [3, 0]]","[-2, None, 3, 0, 3, 4, 1, 4, -4, 2, -3]",353,3,1.0,best_second,w58a3a3f,7.959275960116396,7.163946684342547,8.331586243630753,8,8,0,1,1,2,2.0
61,"[[], [6, 7], [3, 8], [4, 0], [], [1, 6], [], [], [10], [], []]","[2, 4, None, 4, -2, -2, -2, 0, -3, 3, -1]",114,7,2.0,best_second,w58a3a3f,8.45914025996762,6.609349243167381,8.605020901781758,6,6,0,1,1,1,
62,"[[], [], [4, 0], [7, 10], [0], [], [], [1, 9], [], [], [6, 8]]","[1, -1, 3, None, 0, 2, 4, -3, -2, -4, 4]",153,11,6.0,best_second,w58a3a3f,7.918264686095274,7.899153483343098,8.601718146485926,8,8,0,1,1,2,3.0
63,"[[], [], [0], [2, 0], [7, 10], [], [5, 9], [], [4, 6], [], []]","[4, -4, 4, 4, -3, 3, -3, -2, None, 2, 0]",173,3,5.0,best_second,w58a3a3f,8.784621534840749,7.492760300922379,9.02725852623582,0,0,0,1,1,2,2.0
64,"[[], [5, 4], [7], [], [], [4, 0], [], [], [10, 2], [], [3, 9]]","[-4, -3, 1, -1, 2, 3, -3, 3, None, -3, -4]",180,10,,best_alone,w58a3a3f,8.026496938945412,6.955592608396297,8.320934968883408,4,4,0,1,1,1,2.0
65,"[[3, 10], [], [], [9, 4], [], [], [7, 8], [8], [], [], [5, 2]]","[None, -3, -1, -4, 2, 4, 1, 3, -1, -2, 3]",147,9,4.0,best_second,w58a3a3f,7.700295203420117,6.461468176353717,7.954372272531867,7,7,0,1,1,2,4.0
66,"[[], [4, 5], [], [], [7, 3], [0, 10], [9, 8], [], [], [8], []]","[3, None, -3, -3, 0, 0, -2, 1, 1, 2, -1]",337,4,1.0,best_third,w58a3a3f,8.209852481301272,6.51025834052315,8.377471248241099,3,3,0,1,1,2,4.0
67,"[[], [], [], [1, 5], [2], [], [4, 2], [], [9, 3], [7, 10], []]","[-1, 4, 4, 4, 1, 3, -2, -3, None, 0, -4]",375,8,1.0,best_second,w58a3a3f,8.440744019252831,7.520776415062797,8.776012719182917,8,8,0,1,1,2,1.0
68,"[[], [10, 4], [], [7], [], [8, 3], [], [], [0, 2], [1, 10], []]","[-2, 3, 4, 0, 4, None, -4, 2, 0, -3, 0]",336,4,4.0,best_min,w58a3a3f,9.14516164595119,7.228388451573604,9.282288871288767,4,4,0,1,1,1,
69,"[[], [], [9, 8], [6, 7], [], [], [10, 5], [1, 0], [], [8], []]","[-2, 1, -1, None, 4, -1, -4, 3, -3, 0, 2]",115,6,5.0,best_second,w58a3a3f,7.523481312573497,7.506042178518122,8.207674424355282,4,4,0,1,1,2,3.0
70,"[[], [], [6, 9], [], [], [], [3, 10], [8, 1], [1, 5], [0], []]","[4, -2, None, 4, 3, -2, -3, 3, 1, 0, -4]",76,7,,best_alone,w58a3a3f,7.843848638152473,6.923628628138427,8.178919332848396,4,4,0,1,1,1,8.0
71,"[[], [7, 3], [], [9, 10], [0], [], [], [5, 2], [4, 0], [], []]","[-1, None, 1, 4, 1, 4, -1, -1, 1, -3, -2]",25,2,2.0,best_min,w58a3a3f,8.764678074116604,7.581209826196346,9.031692060548524,3,3,0,1,1,2,1.0
72,"[[], [8, 4], [0], [], [], [2, 0], [7, 1], [9, 10], [], [], []]","[3, 4, 3, -4, -3, -4, None, -3, 4, -4, 0]",233,11,7.0,best_second,w58a3a3f,7.900266036767701,7.784057002639929,8.536799721055155,8,8,0,1,1,2,4.0
73,"[[7, 10], [6], [4, 8], [], [], [0, 1], [], [], [], [2, 4], []]","[3, -2, -1, 3, -3, None, 0, 3, -3, 3, -3]",206,7,6.0,best_second,w58a3a3f,8.07153089355666,6.838405200847344,8.327000740241713,6,6,0,1,1,1,
74,"[[3, 2], [], [1], [4, 5], [], [], [], [10, 9], [], [], [9, 6]]","[None, -3, -4, 3, 2, 4, -3, -4, -3, 0, 1]",370,8,1.0,best_second,w58a3a3f,7.546974117516527,6.877296071497428,7.9599745280805365,7,7,0,1,1,1,
75,"[[], [], [], [], [6, 1], [8, 0], [1], [], [], [5, 10], [7, 3]]","[4, -4, 2, -4, 0, 4, -2, -1, -4, None, -2]",319,11,0.0,best_second,w58a3a3f,7.539027055823994,6.860663671448286,7.949091499830517,8,8,0,1,1,2,3.0
76,"[[], [6, 10], [5, 7], [], [], [7, 4], [9, 3], [], [], [], [0]]","[-4, None, 2, -4, -1, -1, 4, -3, 2, 3, 2]",20,8,8.0,best_second,w58a3a3f,8.154787572768521,7.692113339595466,8.642944396721797,7,7,0,1,1,1,
77,"[[8], [], [3, 1], [], [], [], [10, 2], [0, 8], [], [], [9, 5]]","[-4, -1, -2, -2, -1, 1, None, 2, 4, 3, 3]",83,7,2.0,best_second,w58a3a3f,7.66105638236183,6.873163834212518,8.035602692918582,6,6,0,1,1,2,1.0
78,"[[], [2, 0], [], [], [1, 2], [], [7, 8], [], [], [6, 10], [3]]","[-2, 2, 1, 4, -3, 1, -1, -4, 0, None, 4]",10,11,,best_alone,w58a3a3f,7.818832443803404,6.354370040797351,8.026496938945412,8,8,0,1,1,1,4.0
79,"[[], [3, 0], [8, 5], [], [6], [], [], [1, 3], [], [2, 4], []]","[-2, -4, 4, 0, 2, 1, 1, 1, -3, None, 0]",328,3,,best_min,w58a3a3f,8.266164436612492,6.727431724850856,8.460411177317253,5,3,2,0,0,1,4.0
80,"[[], [], [], [4, 5], [5], [], [], [2, 0], [1, 9], [], [8, 7]]","[-4, 3, 1, 0, -4, -1, -4, 1, -3, -3, None]",339,5,5.0,best_third,w58a3a3f,8.0149968943483,7.493873886783559,8.480944058741116,2,2,0,1,1,2,6.0
81,"[[], [2, 6], [6, 10], [], [], [4, 0], [], [5, 9], [], [8], []]","[4, 4, -3, -3, -2, 4, -2, None, 1, -1, 1]",342,7,0.0,best_second,w58a3a3f,7.935945103353701,6.629363253437449,8.17526610411206,8,8,0,1,1,1,
82,"[[], [8], [], [6, 2], [], [3, 10], [], [], [], [1, 8], [0, 7]]","[-2, -2, -1, 0, 3, None, 4, -3, -3, 3, 0]",61,6,1.0,best_second,w58a3a3f,8.200562797008564,6.4599044543775355,8.361941906144946,4,4,0,1,1,2,1.0
83,"[[], [0, 7], [9, 5], [1, 8], [2, 9], [], [], [], [10], [], []]","[2, 4, -2, None, 2, 0, 4, -4, -1, -2, -3]",224,8,8.0,best_second,w58a3a3f,8.560252680876685,7.026426808699635,8.755422380148488,6,6,0,1,1,1,
84,"[[4, 9], [], [], [0, 4], [], [6], [], [], [1, 2], [], [8, 5]]","[1, 3, -1, 3, 0, 4, 1, -4, -4, -2, None]",50,8,,best_alone,w58a3a3f,7.639642287858013,6.434546518787453,7.901377353792616,5,5,0,1,1,1,4.0
85,"[[8, 4], [0, 3], [], [6, 5], [], [], [], [10, 9], [], [], [9]]","[4, None, -2, -3, -3, -3, -4, 4, 3, 0, -3]",187,11,7.0,best_second,w58a3a3f,7.8343923029104365,6.584791392385717,8.0861025356691,7,7,0,1,1,2,1.0
86,"[[], [0, 7], [], [9, 10], [], [], [2], [], [1, 6], [10, 5], []]","[3, -3, 2, -1, 2, 4, -4, -1, None, 3, 3]",64,3,2.0,best_min,w58a3a3f,8.690978417187907,6.29156913955832,8.77770959579525,0,0,0,1,1,1,
87,"[[3, 8], [], [0, 4], [], [5, 6], [], [], [9], [], [], [7, 9]]","[-1, 0, None, -3, 4, -4, 4, 3, -4, -3, -3]",101,11,0.0,best_second,w58a3a3f,8.780018887869153,7.453561871643373,9.015298250772847,8,8,0,1,1,2,1.0
88,"[[], [], [5], [9, 1], [8, 10], [], [], [4, 2], [], [1, 0], []]","[1, -4, 0, -4, 2, -4, 0, None, 4, 0, -4]",24,9,6.0,best_second,w58a3a3f,8.441607204459642,6.461468176353717,8.570733958344267,6,6,0,1,1,1,
89,"[[1, 8], [8], [], [], [9, 2], [], [], [3, 5], [], [], [4, 7]]","[-3, -2, -4, -2, -1, 4, -1, 4, -3, -2, None]",213,10,0.0,best_second,w58a3a3f,8.11701408773731,7.471932078245122,8.53856321715243,8,8,0,1,1,2,2.0
90,"[[], [0, 6], [1, 10], [], [], [], [], [8, 3], [3, 4], [], [9]]","[4, 3, None, -1, 0, 2, 0, 1, -2, -2, -3]",12,8,3.0,best_second,w58a3a3f,7.985824666418917,6.648984550024776,8.21878715560148,7,7,0,1,1,1,
91,"[[], [], [6, 5], [7, 8], [], [4], [10, 0], [8, 1], [], [], []]","[1, -3, None, -3, 0, -3, 3, -1, 4, 3, -4]",188,6,2.0,best_second,w58a3a3f,7.589335823170617,7.116394144093465,8.073402968986406,4,4,0,1,1,1,
92,"[[], [8, 0], [], [], [], [10, 6], [3], [1, 8], [], [], [9, 2]]","[-4, -4, 1, 3, 3, None, 2, -2, 1, -1, -3]",154,8,,best_alone,w58a3a3f,7.6246189861593985,6.461468176353717,7.8961806086154915,5,5,0,1,1,1,2.0
93,"[[], [], [], [9, 4], [6], [7, 10], [], [10, 2], [], [1, 8], []]","[-2, 4, 4, None, -3, 3, -4, -4, -3, 4, -3]",346,11,7.0,best_second,w58a3a3f,7.755767170102998,7.03085747611612,8.150467911624004,8,8,0,1,1,1,
94,"[[3, 10], [8, 9], [], [], [], [], [2, 4], [0, 6], [9], [], []]","[-4, 3, 1, -1, 3, -2, 2, None, 3, -4, 0]",127,7,1.0,best_second,w58a3a3f,7.460490305825337,7.452402451223638,8.149312843635345,5,5,0,1,1,2,1.0
95,"[[], [], [], [8, 1], [], [], [3, 9], [10, 4], [], [5], [4, 0]]","[-1, -4, 0, -2, -2, 4, None, 1, 0, 1, 2]",338,9,,best_alone,w58a3a3f,7.901007051992421,6.295266001439646,8.083637203141548,5,5,0,1,1,1,4.0
96,"[[9, 5], [8, 10], [], [4, 2], [2], [], [1, 0], [], [], [], []]","[4, 1, -1, 2, 4, -1, None, 1, 4, -2, 0]",91,3,5.0,best_min,w58a3a3f,7.390798521735676,7.460490305825337,8.119100837637486,5,2,3,0,0,2,4.0
97,"[[7, 9], [2, 4], [], [0, 7], [], [1, 6], [8], [], [], [], []]","[-1, 2, 2, 0, -2, None, 3, -4, 3, -2, -4]",378,4,,best_alone,w58a3a3f,8.44311598801992,6.16541785423142,8.540519016719733,6,6,0,1,1,1,4.0
98,"[[], [], [8, 10], [], [1, 0], [3, 6], [], [5, 4], [10], [], []]","[-1, -4, 0, 3, 3, 3, 2, None, 3, 4, 4]",331,4,1.0,best_second,w58a3a3f,8.834482608620675,7.024649030453636,8.98594603876032,6,6,0,1,1,2,3.0
99,"[[], [7, 3], [], [8], [], [10, 0], [], [4, 2], [], [], [0, 6]]","[-4, None, 4, 2, -2, 2, 3, 4, -4, 3, 3]",252,8,0.0,best_second,w58a3a3f,8.32530602975258,6.9865664594064265,8.557951183888406,8,8,0,1,1,1,
