,graph,reward,trialNumber,difficulty,difficulty_2,type,wid,RT_first_visit,RT_second_visit,RT,max_reward,current_reward,loss,accuracy,accuracy_1,df,unchoosen_diff
2592,"[[4, 7], [10, 3], [], [], [], [], [5, 8], [], [], [0, 6], [3]]","[-4, -3, 4, 4, 3, 4, -2, -4, 2, None, -2]",123,5,4.0,best_second,w8a33730,7.88570539124302,6.716594773520979,8.155936337972394,2,2,0,1,1,2,7.0
2593,"[[], [], [5, 8], [], [3, 9], [8], [], [1, 6], [], [], [4, 7]]","[3, 2, 2, -1, 0, -1, -2, -1, 2, 4, None]",95,5,4.0,best_third,w8a33730,7.688455356549944,7.157735484249907,8.150756470275551,4,4,0,1,1,2,4.0
2594,"[[], [], [6, 9], [10, 5], [], [7], [], [], [2, 6], [], [1, 4]]","[-3, -2, -4, None, 0, 4, 3, 0, -3, 3, -4]",364,9,,best_alone,w8a33730,7.704361167910312,8.133880887949205,8.634976227072622,4,4,0,1,1,1,2.0
2595,"[[10, 9], [4, 3], [], [], [], [], [1, 4], [], [], [2], [8, 5]]","[None, 4, 1, 2, 3, -3, -4, -3, 4, -4, 4]",188,9,7.0,best_second,w8a33730,7.029087564149662,6.634633357861686,7.543802867501509,8,8,0,1,1,1,
2596,"[[], [], [6, 9], [2, 6], [], [8, 10], [], [], [1, 7], [], [4]]","[0, -3, -2, -2, 1, None, 0, 1, -3, 2, 2]",218,7,,best_alone,w8a33730,8.268475388982598,6.0473721790462776,8.371242135931933,3,3,0,1,1,1,4.0
2597,"[[2, 10], [], [7, 4], [], [], [], [], [], [9, 6], [6, 5], [3]]","[None, 4, 0, 3, 1, 2, -2, 3, -4, -1, 3]",340,4,,best_alone,w8a33730,7.914617709040678,6.800170068302199,8.198089248956117,6,6,0,1,1,1,2.0
2598,"[[7, 5], [3], [], [], [10, 2], [], [4, 1], [5, 8], [], [], []]","[-1, -1, 4, -4, -2, -4, None, 1, 4, 1, -1]",212,6,6.0,best_second,w8a33730,8.992184362173012,7.575071699507561,9.209139651399664,2,2,0,1,1,1,
2599,"[[], [], [3, 9], [9], [], [1, 0], [5, 7], [10, 8], [], [], []]","[-4, -1, 0, -1, -3, 0, None, -4, -3, -2, 4]",127,4,4.0,best_min,w8a33730,7.841492924460013,7.67275789664251,8.453614209773367,0,-1,1,0,0,2,7.0
2600,"[[10, 7], [], [], [], [], [], [8, 4], [1], [4, 3], [], [2, 5]]","[None, 1, -4, 1, 1, -2, 1, 4, -3, -2, -3]",86,11,,best_alone,w8a33730,7.408530566894627,7.077498053569231,7.949444420250626,5,5,0,1,1,1,2.0
2601,"[[], [], [], [], [10, 9], [0], [2, 1], [6, 4], [5, 0], [], []]","[1, 2, 0, 2, 3, 0, 3, None, 1, 1, 3]",379,2,2.0,best_third,w8a33730,8.374015421739909,6.45833828334479,8.511175119090675,6,6,0,1,1,2,2.0
2602,"[[4, 6], [], [8, 1], [], [5, 10], [], [7], [], [], [2, 8], []]","[None, -4, 0, 4, 4, 4, -4, 0, -2, -3, -4]",164,10,8.0,best_second,w8a33730,7.777373602657861,6.814542897259958,8.100464891029363,8,8,0,1,1,1,
2603,"[[], [7], [], [], [], [0, 2], [9, 1], [], [5, 0], [10, 3], []]","[-3, 2, -4, 2, -4, -2, None, 1, -2, 4, 1]",268,2,2.0,best_second,w8a33730,6.773080375655535,7.535830462798367,7.918264686095274,6,6,0,1,1,1,
2604,"[[10, 4], [], [6, 1], [2, 0], [], [], [], [5], [7, 5], [], []]","[3, 0, 1, None, 0, 3, 1, 3, -3, 1, 2]",349,3,3.0,best_second,w8a33730,8.560827228436299,7.0112139873503665,8.753213480544126,5,5,0,1,1,2,1.0
2605,"[[], [4, 2], [0], [], [7, 6], [10, 3], [], [], [5, 10], [], []]","[-4, None, 3, -2, -3, -4, -4, 4, -1, -2, -4]",12,5,1.0,best_min,w8a33730,8.9599540842681,5.894402834264851,9.005405040310642,1,1,0,1,1,1,
2606,"[[], [8], [], [5, 9], [1, 8], [2, 6], [], [], [], [0, 7], []]","[-1, 2, 2, None, 1, -3, 3, 4, 1, 2, 0]",21,6,2.0,best_second,w8a33730,8.089175678837561,7.691656822810546,8.60300384782935,6,6,0,1,1,2,1.0
2607,"[[5, 9], [], [], [0, 8], [7], [], [4, 7], [], [10, 2], [], []]","[0, 3, -4, None, 0, -3, 2, -3, -4, 2, 3]",33,6,2.0,best_third,w8a33730,8.416267272826277,7.175489713624222,8.67008593751938,2,2,0,1,1,2,7.0
2608,"[[], [], [], [1, 0], [], [], [4], [6, 4], [10, 5], [3, 8], []]","[0, -2, -3, 2, -3, 2, 3, -2, -1, None, -3]",41,3,2.0,best_third,w8a33730,8.620832226175724,6.983789965258135,8.798454696065097,2,2,0,1,1,2,5.0
2609,"[[], [], [6, 0], [2, 5], [], [10, 4], [], [8], [], [7, 8], []]","[-3, -1, 4, None, 0, -1, 4, 3, 0, 0, -2]",299,9,7.0,best_second,w8a33730,7.823645930834953,6.16541785423142,7.9976631270201,8,8,0,1,1,2,2.0
2610,"[[], [], [7, 10], [], [], [], [4, 5], [8, 0], [], [6, 4], [3]]","[-3, 4, None, 3, -2, 2, -2, -4, 3, 4, 4]",154,11,,best_alone,w8a33730,7.652070746116482,6.196444127794521,7.861341795599989,7,7,0,1,1,1,6.0
2611,"[[], [3, 0], [], [], [], [8], [], [9, 1], [], [6, 2], [5, 8]]","[3, 0, -3, 0, -1, -4, -2, None, 3, 4, 4]",143,2,7.0,best_min,w8a33730,7.7057128238944275,7.743703258173754,8.417814747435958,3,2,1,0,0,2,3.0
2612,"[[9, 1], [], [4, 7], [], [10, 3], [], [], [5], [0, 9], [], []]","[-1, -3, None, -1, 1, -3, -2, -3, 4, 3, -3]",286,4,2.0,best_second,w8a33730,8.763115329619787,7.731930721948486,9.067970030684455,0,0,0,1,1,1,
2613,"[[], [], [8, 5], [6], [3, 6], [9, 1], [], [], [10, 7], [], []]","[0, 4, None, 3, -2, 3, -1, -3, -2, -4, -4]",23,11,1.0,best_second,w8a33730,7.27655640271871,7.744136627627991,8.23031079913502,7,7,0,1,1,2,1.0
2614,"[[6, 9], [], [4, 1], [], [], [0, 10], [], [2, 4], [], [], [3]]","[-2, -2, -1, 0, 3, None, 1, 0, -2, -1, 3]",54,5,,best_alone,w8a33730,7.400620577371135,7.265429723253953,8.028129059431759,3,3,0,1,1,1,2.0
2615,"[[], [5, 0], [4], [2, 4], [], [], [], [8, 6], [], [1, 7], []]","[-3, -3, -4, 4, 3, -4, 4, 3, -2, None, 1]",229,11,1.0,best_second,w8a33730,7.25063551189868,7.744569809354496,8.220672170297252,7,7,0,1,1,2,1.0
2616,"[[], [], [], [8, 4], [10], [], [5, 0], [6, 5], [9, 2], [], []]","[-4, -1, 1, None, -3, 3, -1, -4, 4, -4, -1]",394,7,3.0,best_second,w8a33730,7.1316985104669115,7.470793774195062,8.00836557031292,5,5,0,1,1,1,
2617,"[[1, 6], [6, 10], [3, 9], [4, 7], [], [], [], [], [], [5], []]","[2, 3, None, -2, 2, 4, -1, -2, -2, 2, 4]",202,8,0.0,best_alone,w8a33730,7.183111701743281,7.721348612617949,8.180880941996389,6,0,6,0,0,1,
2618,"[[], [], [], [6], [10, 3], [], [], [8, 2], [2, 9], [], [0, 5]]","[0, 2, 0, -1, None, -4, 3, 0, -3, 3, -4]",330,8,,best_alone,w8a33730,7.781973234434385,6.212606095751519,7.970740390007096,2,2,0,1,1,1,4.0
2619,"[[], [8, 6], [4], [], [], [], [5, 10], [], [0, 7], [2, 4], []]","[-2, None, -2, 3, 3, -3, -3, 2, 4, 4, 1]",363,8,2.0,best_second,w8a33730,7.118826249062077,7.25063551189868,7.879669914604289,6,6,0,1,1,2,4.0
2620,"[[9, 1], [], [], [], [7, 8], [], [], [2, 10], [5, 6], [1], []]","[-1, -1, -2, -2, None, -4, 4, 4, -1, -3, -4]",369,4,8.0,best_min,w8a33730,6.963189985870238,7.894690850425624,8.226573474977114,3,2,1,0,0,2,8.0
2621,"[[], [0, 2], [], [], [], [9, 3], [7, 10], [], [1, 6], [3], []]","[2, -4, -2, 2, -4, -4, 3, 4, None, 4, -4]",131,10,7.0,best_second,w8a33730,7.734558844354756,6.139884552226255,7.918992488165245,7,7,0,1,1,2,4.0
2622,"[[], [], [4], [], [], [], [9, 0], [2, 4], [5, 1], [], [6, 8]]","[4, -3, -3, 3, -1, -4, 4, -1, -4, 2, None]",267,11,0.0,best_second,w8a33730,6.9865664594064265,6.893656354602635,7.633853559681769,8,8,0,1,1,2,1.0
2623,"[[], [3, 6], [], [6], [9, 5], [2, 0], [], [], [], [10, 7], []]","[-2, -4, -1, 3, None, 3, 3, 4, -3, -1, 1]",17,2,5.0,best_min,w8a33730,7.368339686311381,8.72891172506098,8.957124136405682,3,2,1,0,0,2,3.0
2624,"[[], [0, 10], [], [2], [8, 9], [1, 3], [4, 8], [], [], [], []]","[4, -1, 1, -3, 4, None, -3, 0, -2, 2, 3]",252,3,4.0,best_second,w8a33730,8.364508103750588,6.612041034833092,8.524168805152662,3,3,0,1,1,1,
2625,"[[], [], [], [], [10, 0], [], [3], [], [9, 6], [5, 7], [0, 1]]","[-4, 1, 4, 1, -3, -1, 4, -3, None, -4, -4]",302,11,,best_alone,w8a33730,7.465082736399547,7.231287004327615,8.047829357457841,5,5,0,1,1,1,2.0
2626,"[[], [], [], [5, 7], [], [4, 6], [], [2, 10], [9, 0], [0], []]","[3, -4, 2, None, -2, -4, -4, 4, -1, -4, -2]",327,10,6.0,best_second,w8a33730,7.694392802629421,6.80128303447162,8.037220031133012,6,6,0,1,1,2,2.0
2627,"[[], [9], [8, 10], [], [6, 3], [4, 6], [], [2, 1], [], [], []]","[-3, 2, -3, -4, 4, -2, -3, None, 0, 4, -2]",344,10,,best_alone,w8a33730,7.355641102974254,6.240275845170769,7.638679823876112,6,6,0,1,1,1,2.0
2628,"[[], [], [1], [6, 9], [2, 1], [], [0, 10], [], [], [5, 7], []]","[2, -4, 1, None, 2, 0, 1, 2, 3, 4, 1]",141,3,2.0,best_second,w8a33730,7.460490305825337,7.747596838692886,8.307212626628308,6,6,0,1,1,2,1.0
2629,"[[4, 1], [], [0, 9], [10], [], [3, 10], [], [], [], [7, 6], []]","[-1, -1, None, 4, -2, 4, 4, 1, 2, -2, 0]",325,4,6.0,best_second,w8a33730,8.092851027538384,7.487173694213739,8.528133131454572,2,2,0,1,1,2,1.0
2630,"[[8, 1], [], [], [0, 9], [], [], [], [10, 5], [], [2, 6], [5]]","[-4, -4, 2, None, -4, -3, -1, -2, 3, 4, 4]",203,8,5.0,best_second,w8a33730,7.346010209913293,7.479299637782833,8.107720061910534,6,6,0,1,1,2,7.0
2631,"[[10], [0, 10], [], [4, 6], [], [8, 2], [], [], [], [3, 5], []]","[0, 3, 4, 1, 4, -2, 0, -3, 2, None, -3]",161,4,1.0,best_third,w8a33730,7.77863014732581,6.840546529288687,8.108623268354595,5,5,0,1,1,2,2.0
2632,"[[10, 4], [], [], [], [9], [7, 1], [5, 7], [], [], [], [3, 2]]","[None, -3, 3, 4, -4, 2, 3, -4, 0, -2, -3]",280,4,6.0,best_second,w8a33730,8.138856750696325,6.0473721790462776,8.255048902752295,1,1,0,1,1,1,
2633,"[[], [], [5, 3], [], [9, 6], [3], [], [8, 0], [], [], [4, 7]]","[3, 4, -3, -1, 1, 4, 1, -2, 1, -1, None]",241,2,0.0,best_third,w8a33730,7.8709295967551425,7.45298232946546,8.37655086161377,2,2,0,1,1,2,2.0
2634,"[[], [], [9, 4], [], [8, 3], [0], [], [], [], [6, 7], [5, 0]]","[-3, 0, None, -2, 4, 3, 0, -1, 2, -2, 4]",221,7,6.0,best_second,w8a33730,7.253470382684528,6.6240652277998935,7.68017564043659,6,6,0,1,1,2,1.0
2635,"[[3, 7], [], [10, 4], [7], [6, 5], [], [], [], [], [], [8, 9]]","[4, 3, None, 0, -4, -3, 0, 1, 3, -4, 3]",387,10,7.0,best_second,w8a33730,6.960347729101308,6.297109319933935,7.3752557780097545,6,6,0,1,1,2,3.0
2636,"[[], [], [], [], [2, 1], [], [3], [4, 2], [], [10, 6], [8, 5]]","[-2, 2, -1, 1, 1, 2, -1, -3, 1, None, 1]",76,2,1.0,best_second,w8a33730,7.402451520818244,7.0664669701369585,7.941295570906532,3,3,0,1,1,1,
2637,"[[7, 6], [8], [], [9, 0], [], [], [], [], [], [4, 2], [1, 8]]","[-2, -4, -1, None, -3, -2, 4, 0, 0, -3, -1]",35,6,6.0,best_second,w8a33730,8.193400231952099,7.416378479192928,8.571491964823617,2,2,0,1,1,2,2.0
2638,"[[10], [], [], [9, 2], [], [6, 1], [1, 4], [3, 0], [], [], []]","[1, 0, -4, -3, 1, 2, 2, None, -1, -2, 3]",228,10,,best_alone,w8a33730,7.451241684987676,6.331501849893691,7.733245646529795,4,4,0,1,1,1,2.0
2639,"[[7, 4], [], [], [6, 10], [8], [], [10, 9], [1, 2], [], [], []]","[None, -2, 2, 4, -4, 1, 0, 4, 0, -2, 1]",312,7,2.0,best_second,w8a33730,7.015712420487229,7.1853870155804165,7.796880342783523,6,6,0,1,1,1,
2640,"[[], [], [3, 6], [], [], [4, 0], [], [10, 9], [5, 2], [], [9]]","[1, -2, 4, -1, -4, -3, 4, -2, None, -1, -4]",7,10,0.0,best_second,w8a33730,7.43543801981455,7.384610383176974,8.103191752285786,8,8,0,1,1,2,5.0
2641,"[[], [4, 10], [], [], [2, 6], [], [], [], [7], [8, 7], [5, 0]]","[-3, None, -3, -3, 3, -2, 0, 2, 0, 3, 4]",257,2,3.0,best_min,w8a33730,8.641179171197228,7.123672785204607,8.83927669058535,3,3,0,1,1,2,1.0
2642,"[[7, 4], [], [], [1], [2, 10], [], [], [5, 6], [], [3, 1], []]","[None, 3, -3, 4, -4, 4, 1, 3, -1, 2, -2]",259,10,2.0,best_second,w8a33730,7.261225091971921,7.219642040130735,7.933438387627489,7,7,0,1,1,2,1.0
2643,"[[], [], [1, 3], [], [2, 9], [], [5, 7], [], [6, 5], [0], []]","[4, -3, -4, 3, None, 3, 4, 3, -2, 3, 1]",400,11,,best_alone,w8a33730,7.895063498091572,6.678342114654332,8.154212694914229,7,7,0,1,1,1,6.0
2644,"[[8, 6], [], [5, 10], [2, 0], [7], [], [], [], [], [4, 7], []]","[-4, 2, 4, None, -3, 0, 0, 3, -2, -4, 2]",173,8,2.0,best_second,w8a33730,7.80994708647679,7.717796211013582,8.457867725331424,6,6,0,1,1,2,2.0
2645,"[[6, 9], [], [8, 3], [], [], [], [10, 7], [], [3], [4, 5], []]","[None, 3, 0, 4, 4, -2, -4, 2, 3, 3, -1]",87,9,5.0,best_second,w8a33730,7.528869256642251,6.7912214627261855,7.919356190660617,7,7,0,1,1,2,3.0
2646,"[[4, 7], [5, 6], [], [8], [], [], [], [], [], [0, 3], [1, 5]]","[-1, -4, -2, 0, 4, -4, 2, 1, -4, None, -2]",186,5,2.0,best_second,w8a33730,8.538367426647644,6.586171654854675,8.670943791222156,3,3,0,1,1,1,
2647,"[[10, 2], [], [5], [9, 1], [], [], [], [], [], [1, 6], [4, 8]]","[None, 3, 0, -2, 4, -4, -1, -4, 1, -2, -1]",30,5,,best_second,w8a33730,7.73280753042202,7.766416898019656,8.442685139241176,3,-4,7,0,0,1,3.0
2648,"[[2, 7], [], [7], [], [], [], [9, 4], [], [1, 5], [], [8, 6]]","[-2, -2, -4, 1, -4, 1, 4, -1, -4, 4, None]",281,11,8.0,best_second,w8a33730,7.784473235736469,6.413458957167357,8.010359588919783,8,8,0,1,1,2,3.0
2649,"[[], [], [10, 1], [9, 6], [], [], [5], [], [], [4, 0], [1, 7]]","[-2, -3, -1, None, 4, -1, 2, 4, 1, -4, 1]",56,4,,best_alone,w8a33730,7.656810091480378,6.663132695990804,7.9714309977693505,1,1,0,1,1,1,6.0
2650,"[[], [], [], [2], [], [8, 1], [5, 10], [3, 2], [], [], [9, 4]]","[0, -3, 0, -3, -4, -4, None, 4, -1, -3, 1]",133,3,5.0,best_second,w8a33730,7.51425465281641,8.164225652265827,8.584103896698865,-2,-2,0,1,1,2,2.0
2651,"[[], [], [], [4], [], [7, 1], [9, 8], [], [], [8, 2], [5, 3]]","[-1, 0, -4, -2, 0, -1, -1, -3, -3, -1, None]",82,2,1.0,best_min,w8a33730,7.771067086065406,7.400009517162692,8.295548516225763,-1,-1,0,1,1,1,
2652,"[[], [3, 8], [], [8], [], [10, 9], [], [], [], [7, 6], [0, 4]]","[4, -1, 1, 3, -3, None, 2, 4, -1, -4, 2]",397,7,5.0,best_third,w8a33730,7.079184394609668,6.320768294250582,7.462789157412447,6,6,0,1,1,2,2.0
2653,"[[], [], [4, 0], [7], [], [], [9, 1], [], [3, 7], [], [6, 2]]","[2, 4, 4, -2, 0, 4, -1, 1, 2, 3, None]",315,3,2.0,best_second,w8a33730,7.449498005382849,7.518607216815251,8.177515823846075,6,6,0,1,1,2,1.0
2654,"[[9, 8], [], [5], [], [6, 0], [], [7, 1], [], [], [], [2, 5]]","[2, -2, -4, 4, None, 3, 2, -1, -3, 0, 4]",155,2,5.0,best_min,w8a33730,8.251403065380554,7.161622002939187,8.54110501146255,2,2,0,1,1,2,1.0
2655,"[[10], [7, 6], [], [0, 10], [], [], [], [], [9, 1], [5, 4], []]","[4, 2, 4, -3, -2, 0, 2, 0, None, 0, -3]",149,4,0.0,best_second,w8a33730,7.597396320212795,7.48941208350872,8.237743803890933,4,4,0,1,1,2,2.0
2656,"[[], [9, 0], [8], [], [], [10, 4], [], [1, 2], [], [], [4, 6]]","[0, -1, 0, 3, -3, -3, -4, None, 2, -4, 3]",16,5,,best_alone,w8a33730,7.430114138561801,6.576469569048224,7.784473235736469,2,2,0,1,1,1,4.0
2657,"[[], [3], [], [], [], [0, 2], [], [1, 3], [5, 9], [4, 10], []]","[4, -4, -1, -3, -2, 0, 0, -2, None, 0, -3]",55,6,1.0,best_second,w8a33730,8.155649270366002,6.198478716492308,8.287528423111763,4,4,0,1,1,2,1.0
2658,"[[4, 6], [10, 2], [], [], [6], [7, 1], [], [8, 9], [], [], []]","[0, -1, -4, 2, 3, None, 1, 0, 0, 4, 3]",215,5,4.0,best_third,w8a33730,7.940583827104244,6.62273632394984,8.177515823846075,4,4,0,1,1,2,7.0
2659,"[[2, 3], [], [], [], [6, 0], [10, 8], [1, 9], [], [], [], [8]]","[3, 0, 3, -2, None, 2, -1, 3, 0, -2, -4]",235,7,1.0,best_second,w8a33730,7.2513449833722134,8.086717920303904,8.446770727119691,6,-1,7,0,0,2,5.0
2660,"[[], [], [], [8, 0], [9, 5], [10], [], [], [0, 1], [2, 6], []]","[-4, 3, 1, -2, None, 3, -3, 0, -3, -2, -3]",266,3,,best_alone,w8a33730,7.353081920515432,7.129297548929373,7.9402277651457025,0,0,0,1,1,1,4.0
2661,"[[], [], [6, 5], [], [], [], [5, 4], [9, 10], [], [0, 3], [8]]","[4, 0, 0, 0, 0, 3, 4, None, 1, 2, 3]",52,3,2.0,best_min,w8a33730,8.210939733379021,6.285998094508865,8.34687925374656,6,6,0,1,1,1,
2662,"[[], [], [], [], [9, 5], [0, 8], [], [10, 2], [], [3, 6], [2]]","[-2, 2, -4, 2, None, 4, -2, 4, 0, -4, -1]",39,6,4.0,best_second,w8a33730,7.3098814858247865,7.569411792450711,8.140898460607852,4,4,0,1,1,2,4.0
2663,"[[4, 9], [], [], [2, 1], [], [], [0, 3], [], [7], [], [8, 7]]","[4, -2, 0, 1, 1, 0, None, 0, 0, -1, 0]",297,4,5.0,best_second,w8a33730,7.2682230211595655,6.289715570908997,7.586803535162581,5,5,0,1,1,2,2.0
2664,"[[6, 1], [], [], [], [], [10, 9], [1], [5, 8], [3, 4], [], []]","[-4, -2, 2, 3, 0, -2, -3, None, 2, -3, -4]",65,8,2.0,best_second,w8a33730,7.45529848568329,6.959398512133975,7.930565854233965,5,5,0,1,1,2,1.0
2665,"[[], [10, 4], [5, 6], [], [3, 8], [6], [], [], [], [], [0, 7]]","[-1, None, 3, 4, 0, -2, 2, -2, 1, 2, -2]",303,6,1.0,best_second,w8a33730,7.523481312573497,6.90975328164481,7.955775781534187,4,4,0,1,1,2,1.0
2666,"[[], [], [1, 6], [], [2, 10], [9, 0], [], [], [], [0, 3], [7]]","[-1, 3, 4, 0, None, -1, -3, 1, -1, 1, -4]",180,8,7.0,best_second,w8a33730,7.814803429489359,6.76619171466035,8.114922974204593,7,7,0,1,1,1,
2667,"[[10, 3], [], [5, 7], [], [0, 10], [1, 9], [], [8], [], [], []]","[-1, 1, None, 0, -3, -2, 4, -1, -4, -1, -1]",350,3,1.0,best_second,w8a33730,8.38958706681109,5.805134968916488,8.462103225098279,-1,-1,0,1,1,1,
2668,"[[], [], [8, 5], [], [], [3], [7, 1], [], [10, 4], [6, 7], []]","[-4, 0, None, -1, 2, 2, 1, -1, 0, -2, -1]",316,2,,best_min,w8a33730,7.516433302915632,6.998509642250601,7.983440063006542,2,1,1,0,0,1,3.0
2669,"[[], [], [], [7, 4], [2], [], [], [5, 10], [9, 1], [1, 6], []]","[0, 2, 0, None, 1, 0, 3, -3, -1, 2, -4]",108,6,,best_alone,w8a33730,8.19891444498699,6.617402977974477,8.385716828627851,1,1,0,1,1,1,4.0
2670,"[[9, 2], [6, 8], [], [4, 10], [10], [0, 1], [], [], [], [], []]","[-4, 3, -4, -2, -4, None, 4, 4, -3, 0, -2]",265,11,6.0,best_second,w8a33730,7.295735072749282,7.419380582918692,8.052296499538647,7,7,0,1,1,2,4.0
2671,"[[], [], [10, 5], [4, 9], [0, 6], [], [], [], [], [7], [5, 8]]","[-4, 4, -1, None, -2, -2, 2, 1, -1, 4, -1]",392,8,,best_alone,w8a33730,7.5251007461258,6.799055862058796,7.919356190660617,5,5,0,1,1,1,6.0
2672,"[[1, 5], [], [], [], [0, 9], [], [], [3], [7, 3], [10, 6], []]","[-4, 1, 1, 0, None, -4, -1, 4, 2, 3, 4]",367,10,4.0,best_second,w8a33730,7.3758821482150125,6.470799503782602,7.715123603632105,7,7,0,1,1,2,5.0
2673,"[[9, 10], [6, 5], [8], [1, 2], [], [], [], [], [], [10, 4], []]","[-1, 1, 0, None, -2, -3, 4, 3, -4, 4, 4]",194,8,4.0,best_second,w8a33730,8.266935347610456,6.603943824600473,8.440312147080279,5,5,0,1,1,1,
2674,"[[], [6, 5], [], [], [10], [], [], [9, 1], [4, 10], [3, 0], []]","[-1, 2, -2, 3, -2, -1, 4, None, -4, -3, 2]",323,7,3.0,best_second,w8a33730,7.659642954564682,6.729824070489475,7.991930519852477,6,6,0,1,1,2,4.0
2675,"[[2, 1], [], [], [5], [], [], [], [4, 6], [7, 3], [], [0, 2]]","[2, -2, -4, 2, -4, 1, 2, -4, None, -4, 1]",270,8,,best_alone,w8a33730,7.616283561580385,6.520621127558696,7.904334842085095,3,3,0,1,1,1,6.0
2676,"[[6, 2], [], [], [5, 7], [9, 1], [7], [], [], [4, 0], [], []]","[-1, 3, -2, -3, 0, -4, -1, -1, None, -1, -2]",25,5,3.0,best_second,w8a33730,7.501082124259871,7.690286020676767,8.293049139768444,3,3,0,1,1,2,1.0
2677,"[[], [], [], [10, 5], [7, 2], [1, 0], [], [2], [], [], [8, 6]]","[-3, 2, 3, None, -1, 3, -2, 0, -3, -2, -2]",317,8,6.0,best_second,w37588de,8.557951183888406,7.234177179749849,8.7937637591133,5,5,0,1,1,2,1.0
2678,"[[6, 7], [], [], [], [8, 1], [], [10, 2], [3, 9], [1], [], []]","[None, -3, -2, -4, -3, 4, 3, 1, 2, 1, 3]",19,6,5.0,best_third,w37588de,8.11102783819368,8.209308411646937,8.854379458771108,6,6,0,1,1,2,5.0
2679,"[[], [], [], [], [10, 7], [], [9, 8], [], [3, 5], [2, 1], [7]]","[3, 3, -1, 0, -4, -4, None, -4, -4, 4, 4]",389,10,1.0,best_second,w37588de,8.48446336679332,7.877397186353287,8.919319398258887,7,7,0,1,1,2,4.0
2680,"[[5, 9], [10], [], [], [], [], [8, 2], [0, 1], [2, 4], [], []]","[-3, 4, -1, 4, 2, -2, 1, None, 1, 2, 4]",316,11,,best_alone,w37588de,7.4360278163518485,6.771935555839602,7.850882664809852,8,8,0,1,1,1,4.0
2681,"[[], [4, 3], [], [], [], [], [], [1, 8], [2, 6], [5], [9, 5]]","[-2, 2, -4, 3, -2, -2, -2, None, -3, -4, -2]",237,9,1.0,best_second,w37588de,7.711548979629145,7.341483852363161,8.236420527265391,5,5,0,1,1,2,2.0
2682,"[[], [], [7, 6], [], [], [1, 0], [], [], [2, 5], [3], [9, 3]]","[0, -2, -1, -4, 2, 4, 2, -2, None, 0, -3]",121,4,4.0,best_second,w37588de,8.200837258379849,8.21527695893663,8.901094121608562,4,4,0,1,1,2,4.0
2683,"[[], [0], [], [], [8, 3], [7, 4], [1, 0], [2, 10], [], [], []]","[1, 4, 4, -1, -1, None, -1, 3, 4, 0, -4]",9,7,7.0,best_third,w37588de,8.163940954755008,7.234898420314831,8.496582237512113,7,7,0,1,1,2,5.0
2684,"[[9], [], [], [], [10, 1], [0, 9], [7, 4], [3, 8], [], [], []]","[-1, 3, 0, -1, -2, 3, None, 1, 1, 1, 1]",313,2,0.0,best_third,w37588de,7.833996341709461,7.789868559054706,8.505120610181969,2,2,0,1,1,2,2.0
2685,"[[], [7, 6], [], [], [3, 2], [], [0], [5, 10], [4, 3], [], []]","[-3, None, 3, 0, 3, 0, -4, -1, 3, -4, 4]",386,7,5.0,best_second,w37588de,8.249313746260636,7.145984467714388,8.535622326884605,3,-1,4,0,1,1,
2686,"[[], [3], [], [], [8, 2], [0, 7], [], [], [2, 6], [5, 1], []]","[3, -4, 2, -2, -2, 3, 0, -3, 3, None, -1]",280,9,6.0,best_second,w37588de,7.9269635448629785,8.207401833376355,8.769973211858753,6,6,0,1,1,1,
2687,"[[], [7], [], [0, 5], [3, 10], [], [1, 7], [], [], [], [2, 8]]","[-1, 4, -3, 1, None, 2, -4, -1, -2, 3, 4]",207,2,6.0,best_min,w37588de,7.599401333415815,8.010027528481734,8.518592212329944,3,2,1,0,0,2,3.0
2688,"[[], [4], [], [2, 0], [], [9, 10], [], [1, 4], [3, 5], [], []]","[0, -3, -1, -3, 4, 1, 2, -1, None, 2, -3]",129,6,4.0,best_second,w37588de,8.016647877057803,7.968665700466236,8.685922794690725,3,3,0,1,1,2,1.0
2689,"[[], [], [], [6, 10], [], [4, 0], [2, 8], [5, 4], [], [], [1]]","[4, 0, -3, None, -4, 3, -4, -3, 2, -4, -3]",258,3,,best_min,w37588de,8.099857910737585,8.413830678421084,8.962135390066603,-2,-3,1,0,0,1,5.0
2690,"[[8, 6], [], [], [], [1, 9], [10], [], [4, 5], [6, 3], [], []]","[-2, -1, 4, -1, -4, 4, -4, None, 1, 1, -1]",34,7,,best_alone,w37588de,7.98139158158007,7.950149887652018,8.658866349732383,3,3,0,1,1,1,2.0
2691,"[[], [], [], [], [8, 1], [2, 0], [9, 3], [], [1], [], [5, 6]]","[-3, -2, -1, -4, 0, 3, -3, 2, -4, 4, None]",335,4,6.0,best_third,w37588de,7.6624678152002375,8.247743887225516,8.690305809124883,2,2,0,1,1,2,8.0
2692,"[[8, 5], [], [], [], [9], [2, 3], [], [], [7, 1], [], [4, 9]]","[None, -4, 4, -4, -1, 2, 2, 4, -2, 0, 3]",209,8,6.0,best_third,w37588de,7.976938756959434,7.964850887447313,8.663887570567042,6,6,0,1,1,2,8.0
2693,"[[5, 9], [6], [], [0, 1], [7, 2], [], [], [2, 8], [], [], []]","[2, -2, 0, None, 0, -1, -1, -2, -4, 1, 0]",184,4,1.0,best_second,w37588de,7.642044402873258,8.11162807830774,8.597112814592112,3,3,0,1,1,1,
