,graph,reward,trialNumber,trial_index,visited_nodes,difficulty,difficulty_2,unchoosen_diff,type,wid,RT_first_visit,RT_second_visit,RT,max_reward,current_reward,loss,accuracy,accuracy_1,df
2645,"[[], [], [9, 1], [], [3, 5], [], [7, 0], [], [4, 6], [1]]","[2, 3, 4, -1, -3, 0, 4, 4, None, -2]",196,201,"{8, 6, 7}",8,2.0,1.0,best_second,we3a62b6,8.11522197256233,7.3895639536776345,8.509765675587442,8,8,0,1,1,2
2647,"[[], [3, 0], [], [], [], [1, 8], [2], [], [7, 4], [6, 2]]","[0, 4, -2, 3, -3, None, 1, -4, -3, 1]",198,203,"{1, 3, 5}",10,4.0,1.0,best_second,we3a62b6,8.074649075066652,6.396929655216146,8.24564690087386,7,7,0,1,1,2
2649,"[[], [8, 5], [0], [], [1, 7], [], [], [3, 6], [], [2, 0]]","[-3, -3, 3, -2, None, 3, 4, 0, -1, 4]",200,205,"{4, 6, 7}",6,4.0,4.0,best_third,we3a62b6,8.494947582468917,7.083387847625295,8.71292443512011,4,4,0,1,1,2
2651,"[[3, 9], [], [], [9], [2, 7], [], [8, 4], [], [5, 1], []]","[0, 0, 1, -3, 1, 2, None, 3, -2, 4]",2,7,"{2, 4, 6}",4,2.0,2.0,best_second,w5087032,8.236420527265391,8.04430540699064,8.837971491357207,4,2,2,0,1,2
2653,"[[], [8], [5, 9], [1, 8], [2, 6], [], [7, 0], [], [], []]","[-4, -2, -2, 4, None, -4, 3, 4, -2, 3]",4,9,"{4, 6, 7}",9,7.0,7.0,best_third,w5087032,8.257904193465674,7.357556200910353,8.59877317840866,7,7,0,1,1,2
2657,"[[], [], [6, 3], [4, 1], [], [], [0, 8], [5], [], [7, 5]]","[-2, 4, None, 3, -2, 3, -3, 3, -1, 0]",8,13,"{2, 3, 4}",9,1.0,1.0,best_second,w5087032,7.9247959139564355,7.044905117129371,8.271548374755515,7,1,6,0,1,2
2659,"[[8, 5], [], [7, 1], [], [], [3, 9], [], [1], [6, 4], []]","[None, 3, 3, 2, -3, 1, -4, 0, -3, -1]",10,15,"{0, 3, 5}",7,2.0,1.0,best_second,w5087032,7.9936199948277435,7.577633832602728,8.500047032581268,3,3,0,1,1,2
2661,"[[3, 5], [4, 6], [], [5], [7, 9], [], [2, 8], [], [], []]","[-2, None, 1, -2, 1, -1, -4, -2, -4, 4]",12,17,"{1, 4, 7}",9,3.0,5.0,best_second,w5087032,8.4040244933106,6.888572459565363,8.602453035367061,5,-1,6,0,1,2
2663,"[[], [], [3, 6], [], [], [0, 1], [], [8, 4], [4], [5, 2]]","[-2, 3, 0, 4, -3, 4, 1, -1, 1, None]",14,19,"{9, 5, 1}",4,1.0,3.0,best_third,w5087032,7.949797216161852,7.820840879907344,8.580355766373879,7,7,0,1,1,2
2665,"[[6, 9], [4, 8], [], [], [8], [], [3, 5], [], [], [2, 7]]","[None, -3, 3, -1, 4, 3, -2, -4, -4, -3]",16,21,"{0, 9, 2}",4,1.0,4.0,best_third,w5087032,8.245384468120747,7.1284959456800365,8.528330935826693,1,0,1,0,0,2
2667,"[[6, 5], [], [7, 0], [], [8, 3], [], [], [9, 1], [3], []]","[0, -4, None, -4, 3, -3, -1, -3, -4, 1]",18,23,"{0, 2, 5}",3,3.0,5.0,best_third,w5087032,8.381831553485561,8.512984346642183,9.142596719889664,-1,-3,2,0,1,2
2669,"[[], [8, 7], [], [9, 5], [], [6, 4], [], [], [7], [0, 2]]","[-4, -1, 1, None, 3, -1, 4, 1, 2, -1]",20,25,"{3, 5, 6}",4,4.0,5.0,best_second,w5087032,8.756997183623554,6.626717749249025,8.869116865929483,3,3,0,1,1,2
2671,"[[], [0, 2], [], [7, 1], [], [], [4], [5, 9], [6, 4], []]","[-3, -3, 2, None, -3, -2, -1, -2, -2, 3]",22,27,"{9, 3, 7}",4,5.0,5.0,best_third,w5087032,8.607033895416027,7.08002649992259,8.803424211600705,1,1,0,1,1,2
2673,"[[5], [4, 2], [], [9, 7], [], [], [0, 5], [], [1, 3], []]","[-1, -3, -3, 4, -4, -1, 4, 1, None, 4]",24,29,"{8, 9, 3}",10,3.0,1.0,best_second,w5087032,8.077136638538455,6.955592608396297,8.358900612421644,8,8,0,1,1,2
2675,"[[], [6, 5], [9, 8], [], [], [3, 0], [7, 4], [], [], [8]]","[1, None, 1, 2, 1, 1, 3, -2, 1, -1]",26,31,"{1, 4, 6}",2,2.0,1.0,best_min,w5087032,8.133293861222633,7.3702306418070815,8.515792210500608,4,4,0,1,1,2
2677,"[[], [8], [], [4, 5], [6, 7], [2, 0], [], [], [], [1, 8]]","[-3, -3, -1, None, 4, -1, 4, -2, -4, -3]",28,33,"{3, 4, 6}",9,6.0,2.0,best_second,w5087032,7.426549072397305,6.212606095751519,7.686162303492906,8,8,0,1,1,2
2679,"[[9, 6], [], [], [2, 5], [1, 8], [], [], [3, 4], [], [6]]","[-2, 4, -3, -3, 0, 1, -4, None, 0, 4]",30,35,"{1, 4, 7}",6,0.0,4.0,best_second,w5087032,8.042699496897637,6.739336627357174,8.282735880201754,4,4,0,1,1,2
2681,"[[], [5, 0], [3, 1], [4, 6], [], [], [], [9], [7, 9], []]","[-4, 0, None, 1, 4, 1, -1, -3, 0, 3]",32,37,"{2, 3, 4}",6,2.0,5.0,best_third,w5087032,8.264363329731667,6.405228458030842,8.408939605975984,5,5,0,1,1,2
2683,"[[], [5, 9], [], [], [2], [6, 3], [], [4, 2], [], [0, 8]]","[0, None, -4, -4, 3, 4, 2, 2, -2, -2]",34,39,"{1, 5, 6}",8,8.0,2.0,best_second,w5087032,7.627544390488503,6.373319789577013,7.8781553365033234,6,6,0,1,1,2
2685,"[[5], [], [9, 4], [], [], [], [3, 1], [0, 5], [6, 2], []]","[-1, -1, -3, -3, 2, 3, 3, 4, None, -4]",36,41,"{8, 3, 6}",4,4.0,6.0,best_second,w5087032,7.88570539124302,8.040124664448381,8.658866349732383,2,0,2,0,1,2
2687,"[[], [2, 6], [8, 4], [0], [], [3, 0], [7, 9], [], [], []]","[-1, None, -2, 4, 4, 3, -3, -4, -2, 3]",38,43,"{8, 1, 2}",5,6.0,7.0,best_third,w5087032,8.562740006372207,6.777646593635117,8.71768205216564,2,-4,6,0,1,2
2689,"[[], [], [4, 9], [2, 8], [], [6, 7], [7], [], [1, 0], []]","[2, -1, 4, None, -2, 2, -3, 1, -4, -3]",40,45,"{2, 3, 4}",4,7.0,3.0,best_second,w5087032,7.5379626597682075,7.942006808489857,8.453187861440325,2,2,0,1,1,2
2691,"[[5, 1], [2, 3], [], [], [], [4, 6], [], [], [9, 7], [7]]","[None, 4, -3, 2, -4, 0, -1, 0, -4, -1]",42,47,"{0, 1, 3}",7,2.0,3.0,best_second,w5087032,7.409741954080924,7.60688453121963,8.206037762778815,6,6,0,1,1,2
2693,"[[8, 5], [7, 9], [4, 6], [2, 0], [], [], [], [9], [], []]","[-1, 0, 4, None, -2, -3, 2, 4, 0, 1]",44,49,"{2, 3, 6}",7,2.0,3.0,best_second,w5087032,8.17103418920548,7.533158807455563,8.595079730073309,6,6,0,1,1,2
2695,"[[], [3], [], [], [9, 6], [1, 3], [], [4, 8], [0, 2], []]","[-2, -2, -1, -1, 1, 2, 4, None, -4, 1]",46,51,"{4, 6, 7}",8,3.0,1.0,best_second,w5087032,8.12029131396856,7.229113877793302,8.463792414689122,5,5,0,1,1,2
2697,"[[4], [0, 4], [3, 7], [], [], [9, 2], [], [], [], [8, 6]]","[2, -4, 2, 3, -2, None, 3, -2, -4, 0]",48,53,"{2, 3, 5}",5,4.0,7.0,best_third,w5087032,8.054840221101026,7.780303087908373,8.61993026886735,5,5,0,1,1,2
2699,"[[3, 4], [], [], [], [], [6], [], [0, 9], [5, 6], [2, 1]]","[-4, -3, 0, 4, -1, 3, 0, None, 2, 1]",50,55,"{9, 2, 7}",3,4.0,5.0,best_third,w5087032,8.454679286026995,7.7314920292456835,8.850087606689566,1,1,0,1,1,2
2701,"[[2], [], [], [], [9, 6], [4, 7], [], [1, 3], [0, 2], []]","[4, 1, 1, 3, -4, None, -4, 4, -4, -2]",52,57,"{1, 5, 7}",10,1.0,2.0,best_second,w5087032,7.80057265467065,7.035268599281097,8.182279739259018,7,5,2,0,1,2
2703,"[[5, 1], [], [8, 0], [], [9, 3], [], [], [], [7, 6], [3]]","[4, -4, None, -2, 2, -2, 3, -1, 2, 2]",54,59,"{0, 1, 2}",4,8.0,4.0,best_third,w5087032,8.011686729127845,8.0861025356691,8.74257423767064,5,0,5,0,0,2
2705,"[[], [8, 3], [], [], [], [4, 2], [], [0, 6], [3], [7, 5]]","[4, 2, 1, -2, 3, -2, 0, 3, 2, None]",56,61,"{0, 9, 7}",6,3.0,2.0,best_second,w5087032,8.129174996911793,6.918695219020472,8.389814262086407,7,7,0,1,1,2
2707,"[[8, 4], [], [0, 6], [], [], [], [5, 3], [1], [], [7, 1]]","[-1, -2, None, -1, -3, 2, 4, 2, -4, -2]",58,63,"{2, 5, 6}",8,5.0,1.0,best_second,w5087032,7.693937325509271,7.385230923066573,8.244334047856094,6,6,0,1,1,2
2709,"[[9, 3], [0, 2], [7, 6], [], [5], [], [], [], [4, 5], []]","[-3, None, -4, 1, 0, -1, -4, 4, 1, 4]",60,65,"{0, 1, 9}",4,4.0,8.0,best_third,w5087032,8.321664807135,6.3818160174060985,8.455743229100015,1,1,0,1,1,2
2711,"[[8], [], [0, 8], [9, 5], [], [6, 1], [], [], [], [7, 4]]","[-4, -1, 2, None, 1, 4, -2, 0, 4, -3]",62,67,"{1, 3, 5}",4,5.0,1.0,best_second,w5087032,7.911324018963352,8.495152060539358,8.938269147038548,3,3,0,1,1,2
2713,"[[], [5, 3], [6], [8, 9], [], [4, 0], [], [2, 6], [], []]","[-4, None, -4, 1, 2, -2, -2, -4, 2, -4]",64,69,"{8, 1, 3}",6,5.0,6.0,best_third,w5087032,7.989560449333865,6.218600119691729,8.146419323098003,3,3,0,1,1,2
2715,"[[3, 9], [], [], [], [7, 2], [8, 1], [5, 0], [2], [], []]","[-3, 4, -1, -2, -1, 4, None, -4, 1, 0]",66,71,"{1, 5, 6}",9,0.0,2.0,best_second,w5087032,7.323830566202317,7.57147364885127,8.148156439921625,8,8,0,1,1,2
2717,"[[], [7], [8, 0], [], [9, 3], [2, 4], [1, 7], [], [], []]","[-1, 4, -4, -3, 1, None, 1, -3, 4, 4]",68,73,"{8, 2, 5}",7,3.0,7.0,best_third,w5087032,8.32845106681936,7.243512974665482,8.619388703730907,5,0,5,0,0,2
2721,"[[], [8, 5], [], [], [3], [9, 6], [], [4, 3], [0, 2], []]","[1, None, 4, -2, -3, -2, -4, -4, -2, -1]",72,77,"{8, 1, 2}",5,6.0,3.0,best_second,w5087032,8.222016437202196,7.045776576879512,8.490643856182702,2,2,0,1,1,2
2723,"[[2, 5], [3, 7], [6, 4], [7], [], [8, 9], [], [], [], []]","[None, -4, 3, 1, 3, -3, -1, -2, -4, -2]",74,79,"{0, 2, 6}",9,0.0,2.0,best_second,w5087032,7.438383530044308,6.97166860472579,7.9247959139564355,6,2,4,0,1,2
2725,"[[4, 9], [5], [6, 0], [], [], [], [3, 8], [1, 5], [], []]","[3, -2, None, 1, -4, 4, -4, -1, -3, 4]",76,81,"{0, 9, 2}",10,1.0,4.0,best_second,w5087032,8.275121630216509,7.81762544305337,8.765302488748194,7,7,0,1,1,2
2727,"[[], [2, 3], [], [], [9, 0], [7, 6], [], [], [5, 1], [0]]","[-4, -3, 1, 3, -3, -2, 3, 1, None, 3]",78,83,"{8, 5, 6}",2,5.0,2.0,best_third,w5087032,8.068716192714781,7.1569563646156364,8.406261630708956,1,1,0,1,1,2
2729,"[[6, 2], [], [], [], [3], [9, 0], [], [], [4, 3], [1, 7]]","[4, 4, 0, 0, 4, None, -3, -4, 1, 3]",80,85,"{0, 2, 5}",5,4.0,8.0,best_min,w5087032,7.753623546559747,7.934871565945177,8.541300266759471,7,4,3,0,0,2
2731,"[[], [4, 3], [8, 9], [], [3], [], [], [], [5, 0], [7, 6]]","[2, -3, None, 4, 0, 4, 4, 0, 1, -4]",82,87,"{8, 2, 5}",5,1.0,4.0,best_second,w5087032,7.7142311448490855,6.393590753950631,7.950502434808851,5,5,0,1,1,2
2733,"[[9, 6], [], [], [8, 0], [7, 2], [], [], [2], [5, 1], []]","[-2, 3, -4, None, -2, -1, -1, 4, -3, 4]",84,89,"{0, 9, 3}",4,1.0,4.0,best_third,w5087032,7.791109510610028,6.522092798170152,8.038512020976814,2,2,0,1,1,2
2735,"[[3, 9], [0, 6], [], [], [], [], [4, 2], [8, 5], [5], []]","[0, None, -4, -4, 1, 0, 4, 3, -1, 4]",86,91,"{1, 4, 6}",5,8.0,8.0,best_third,w5087032,7.817222785508166,7.9724660159745655,8.590815331286851,5,5,0,1,1,2
2737,"[[], [4, 2], [], [], [], [7, 1], [], [0, 6], [9, 3], [3]]","[-4, 2, -4, -1, 0, None, -2, 1, 3, 3]",88,93,"{0, 5, 7}",4,3.0,4.0,best_third,w5087032,7.905072849498666,6.855408798609927,8.204945165019206,2,-3,5,0,0,2
2739,"[[], [], [], [0, 1], [], [7, 4], [9, 2], [4], [6, 3], []]","[4, -1, 3, -4, 3, -1, 1, 1, None, 0]",90,95,"{8, 2, 6}",5,2.0,5.0,best_second,w5087032,8.21932609390609,7.355641102974254,8.570923513837204,4,4,0,1,1,2
2741,"[[], [], [1, 3], [], [8, 9], [7, 0], [2, 4], [0], [], []]","[-2, -4, 4, 4, -1, 0, None, -2, -4, -3]",92,97,"{2, 3, 6}",11,0.0,1.0,best_second,w5087032,7.610852790395251,7.22256601882217,8.12829017160705,8,8,0,1,1,2
2743,"[[9, 2], [0, 4], [], [], [6, 5], [], [], [8, 3], [3], []]","[-4, None, -4, 3, 4, 1, -3, -3, 0, -2]",94,99,"{0, 1, 9}",9,0.0,4.0,best_second,w5087032,7.465655310134057,7.81923445385907,8.350902451694811,5,-6,11,0,0,2
2745,"[[2], [6, 4], [], [], [], [1, 7], [], [8, 3], [], [0, 2]]","[-1, -3, 4, 4, -3, None, -2, 0, -4, 2]",96,101,"{3, 5, 7}",9,4.0,1.0,best_second,w5087032,7.939871576361883,7.437206366871293,8.412721169819527,4,4,0,1,1,2
2747,"[[], [4, 0], [7, 9], [], [], [], [1, 8], [9], [5, 3], []]","[0, -3, 0, 1, 2, -3, None, 1, 4, 4]",98,103,"{8, 3, 6}",6,3.0,2.0,best_second,w5087032,8.192570471152173,8.124446855715847,8.85209276347713,5,5,0,1,1,2
2749,"[[8, 2], [], [], [], [9, 5], [3, 1], [], [], [2], [6, 7]]","[0, -4, -1, 4, None, 3, 0, -1, 1, 4]",100,105,"{9, 4, 6}",5,5.0,8.0,best_min,w5087032,7.130098510125578,6.960347729101308,7.741533589281827,7,4,3,0,0,2
2751,"[[3, 9], [7, 2], [], [], [0, 5], [6, 8], [], [2], [], []]","[0, 0, -2, -2, None, 4, 4, -1, -3, -3]",102,107,"{4, 5, 6}",9,7.0,1.0,best_second,w5087032,7.652070746116482,6.39024066706535,7.901007051992421,8,8,0,1,1,2
2753,"[[], [], [], [], [1, 0], [8, 4], [2], [], [3, 7], [6, 2]]","[-2, 3, -2, 0, 4, None, 1, -1, -2, 1]",104,109,"{1, 4, 5}",8,6.0,1.0,best_second,w5087032,7.395107546562485,7.866722285136729,8.351374706721296,7,7,0,1,1,2
2755,"[[], [8, 6], [3, 4], [], [], [2, 1], [], [0], [], [7, 0]]","[-1, -4, -4, 1, -4, None, -3, -4, 4, 4]",106,111,"{8, 1, 5}",6,1.0,5.0,best_third,w5087032,7.979681302387741,6.311734809152914,8.152198015861787,0,0,0,1,1,2
2757,"[[2], [], [], [9, 8], [], [], [0, 2], [], [7, 4], [1, 5]]","[4, 3, 1, None, -2, 0, 1, -4, 1, 1]",108,113,"{9, 3, 1}",5,1.0,2.0,best_second,w5087032,7.543802867501509,6.5722825426940075,7.864419904994565,4,4,0,1,1,2
2759,"[[], [], [], [8, 0], [], [2], [5, 2], [9, 3], [], [1, 4]]","[1, -4, -1, 3, -2, 0, 1, None, -2, -4]",110,115,"{0, 3, 7}",8,2.0,2.0,best_second,w5087032,7.835974581721566,7.898039690764619,8.560444233410552,4,4,0,1,1,2
2761,"[[], [], [7, 8], [9, 1], [6, 0], [4, 2], [], [], [], [1]]","[2, -1, -1, -4, 3, None, -3, 0, -1, 1]",112,117,"{0, 4, 5}",6,1.0,1.0,best_second,w5087032,8.641179171197228,7.426549072397305,8.900957872545062,5,5,0,1,1,2
2763,"[[3, 6], [9, 7], [5, 4], [], [], [4], [], [], [0, 1], []]","[4, -4, 0, 4, 3, 3, -2, -2, None, -1]",114,119,"{8, 0, 3}",11,6.0,1.0,best_second,w5087032,7.970049304976135,7.4673710669175595,8.442900586834382,8,8,0,1,1,2
2765,"[[2, 4], [5, 9], [], [6, 7], [], [], [7], [], [1, 0], []]","[0, -2, 3, 2, -1, 3, 2, -3, None, 4]",116,121,"{8, 1, 9}",2,6.0,4.0,best_min,w5087032,10.564447228842829,6.984716320118266,10.591923653365953,3,2,1,0,0,2
2767,"[[], [0, 9], [3], [], [], [4, 7], [2, 3], [], [5, 1], []]","[-1, 4, -2, 0, -4, -2, 2, 2, None, 2]",118,123,"{8, 1, 9}",7,2.0,6.0,best_second,w5087032,7.321188556739479,7.549609165154532,8.134760782418645,6,6,0,1,1,2
2769,"[[6, 3], [], [9], [5, 4], [], [], [7, 1], [], [2, 9], []]","[None, -4, -2, 0, -3, 4, 0, -1, 2, -4]",120,125,"{0, 3, 5}",6,3.0,3.0,best_third,w5087032,8.337348564497175,6.625392368007956,8.503094267036737,4,4,0,1,1,2
2771,"[[], [0, 5], [], [6, 2], [], [], [], [1, 3], [9, 4], [4]]","[1, -3, 4, 3, 0, -4, -4, None, 2, 3]",122,127,"{2, 3, 7}",10,1.0,5.0,best_second,w5087032,7.859026979751538,7.3783837129967145,8.340217320947033,7,7,0,1,1,2
2773,"[[1, 3], [5, 4], [], [2, 7], [], [], [], [], [9, 6], [6]]","[None, -4, 0, -2, 0, 1, -4, -4, -1, 1]",124,129,"{0, 2, 3}",2,2.0,1.0,best_min,w5087032,8.36264243156764,8.103796712981794,8.934586870389676,-2,-2,0,1,1,2
2775,"[[7, 3], [9, 4], [8], [], [], [1, 0], [2, 8], [], [], []]","[-3, 3, -4, 0, 4, None, 4, 4, 0, -4]",126,131,"{1, 4, 5}",8,1.0,4.0,best_third,w5087032,7.7752758464868625,7.1204443723924875,8.193400231952099,7,7,0,1,1,2
2777,"[[2, 5], [], [3, 1], [], [7], [9, 8], [4, 7], [], [], []]","[None, 3, 2, 4, -4, -3, 4, -2, 4, 0]",128,133,"{0, 2, 3}",5,1.0,4.0,best_second,w5087032,7.549082710812286,6.376726947898627,7.818430272070656,6,6,0,1,1,2
2779,"[[1, 2], [], [], [5, 0], [9], [6, 8], [], [4, 9], [], []]","[3, -3, -4, None, 1, -1, 3, -3, -1, -3]",130,135,"{0, 2, 3}",3,7.0,4.0,best_min,w5087032,7.941651252930556,7.623641946511572,8.488176242345745,2,-1,3,0,0,2
2783,"[[1, 9], [9], [7, 6], [], [5, 2], [8, 3], [], [], [], []]","[3, 2, 4, 4, None, -1, 3, 0, 0, -2]",134,139,"{2, 4, 7}",5,1.0,4.0,best_second,w5087032,7.566311014772463,6.930494765951627,7.990915463091325,7,4,3,0,1,2
2785,"[[], [9, 8], [], [], [6], [4, 6], [], [], [0, 7], [3, 2]]","[-4, None, 1, 4, -4, -1, 1, -2, 3, -1]",136,141,"{8, 1, 7}",3,5.0,3.0,best_third,w5087032,7.67275789664251,7.927685045615778,8.50126704086598,3,1,2,0,0,2
2787,"[[6, 1], [3, 7], [], [], [], [], [4, 5], [], [9, 2], [2]]","[None, -2, 3, -3, 2, -1, 2, -1, -3, -1]",138,143,"{0, 5, 6}",6,3.0,2.0,best_second,w5087032,7.870547844507712,7.0909098220799835,8.247743887225516,4,1,3,0,1,2
2791,"[[], [], [3], [], [5, 6], [8, 1], [0, 9], [2, 3], [], []]","[1, 4, 1, -1, None, 4, -4, 0, 2, -4]",142,147,"{1, 4, 5}",9,0.0,5.0,best_second,w5087032,7.20414929203594,8.154212694914229,8.480944058741116,8,8,0,1,1,2
2793,"[[], [], [0, 5], [7, 4], [], [], [9, 1], [4], [6, 2], []]","[-4, 1, -4, 0, -2, 0, -4, 2, None, -2]",144,149,"{8, 0, 2}",3,4.0,3.0,best_third,w5087032,9.21830854162536,7.450079569807499,9.37577006109992,-3,-8,5,0,0,2
2795,"[[], [5, 9], [], [0], [], [4, 6], [], [], [3, 0], [7, 2]]","[-2, None, -1, 3, -1, -1, 3, 1, -4, 2]",146,151,"{1, 9, 7}",2,3.0,4.0,best_third,w5087032,7.7279755421055585,7.352441100243583,8.250620082174692,3,3,0,1,1,2
2797,"[[], [], [0, 3], [], [5, 7], [7], [9, 1], [], [6, 2], []]","[-2, 4, -4, -3, 3, 4, 4, 3, None, 0]",148,153,"{8, 1, 6}",11,0.0,1.0,best_second,w5087032,7.8434564043761155,7.163946684342547,8.253227645581772,8,8,0,1,1,2
2799,"[[5], [], [3, 8], [1, 9], [], [], [], [0, 5], [6, 4], []]","[-3, -4, None, 4, 4, -1, -4, -1, -1, 4]",150,155,"{9, 2, 3}",8,0.0,8.0,best_third,w5087032,7.852050207265889,6.946013991099227,8.191186004642788,8,8,0,1,1,2
2801,"[[], [9, 6], [], [], [7, 0], [], [3, 2], [0], [], [8, 5]]","[-3, None, 2, 4, -3, -4, -3, -2, -2, 2]",152,157,"{1, 3, 6}",2,5.0,2.0,best_third,w5087032,8.343077871169381,6.93828448401696,8.562357743370612,1,1,0,1,1,2
2803,"[[2, 3], [0, 7], [], [], [9], [], [], [6, 5], [4, 9], []]","[3, None, 4, -2, 3, -1, 3, -3, 2, 2]",154,159,"{0, 1, 2}",8,5.0,4.0,best_second,w5087032,7.824845691026857,6.366470447731438,8.03365842788615,7,7,0,1,1,2
2805,"[[1, 3], [], [8, 7], [], [9], [2, 0], [4, 9], [], [], []]","[2, -3, -3, 4, -4, None, 1, 4, -3, 0]",156,161,"{0, 3, 5}",8,2.0,7.0,best_third,w5087032,8.450412157725886,7.5416830998821105,8.788898309344876,6,6,0,1,1,2
2807,"[[9, 3], [2, 4], [], [], [], [8], [5, 8], [0, 1], [], []]","[3, -3, 1, 1, 2, 3, 0, None, 4, 0]",158,163,"{0, 3, 7}",4,2.0,1.0,best_second,w5087032,8.023552392404348,7.080867896690782,8.352318548226004,4,4,0,1,1,2
2809,"[[], [], [6, 3], [], [5, 8], [8], [], [9, 2], [], [1, 0]]","[-3, -4, 0, 1, -1, -2, -1, None, -2, 1]",160,165,"{2, 3, 7}",3,1.0,1.0,best_second,w5087032,8.893847217670283,8.068716192714781,9.257128533474942,1,1,0,1,1,2
2811,"[[], [5, 6], [], [4, 8], [], [6], [], [0, 2], [], [7, 3]]","[2, 1, 0, 0, 0, 3, 2, 1, -1, None]",162,167,"{0, 9, 7}",3,1.0,1.0,best_second,w5087032,8.567125560164447,6.661854740545311,8.705662478796425,3,3,0,1,1,2
2813,"[[6, 2], [], [], [], [7, 9], [], [2], [8, 1], [], [5, 3]]","[4, 4, -2, 1, None, -1, 4, 1, -2, 2]",164,169,"{1, 4, 7}",4,3.0,2.0,best_min,w5087032,11.0154273014151,6.996681488176538,11.033226992231649,5,5,0,1,1,2
2815,"[[], [], [], [6, 2], [5, 1], [], [2], [], [7, 0], [8, 4]]","[-3, 4, -2, 2, 3, 3, -3, -4, -4, None]",166,171,"{9, 4, 1}",10,1.0,1.0,best_second,w5087032,9.556480013999533,7.791109510610028,9.714383043445341,7,7,0,1,1,2
2817,"[[6, 2], [0, 9], [], [], [], [4], [], [], [5, 4], [3, 7]]","[4, None, -4, -4, 1, 2, 2, 1, -4, -4]",168,173,"{0, 1, 6}",9,8.0,5.0,best_second,w5087032,7.665284718471351,6.569481420414296,7.953318346560431,6,6,0,1,1,2
2819,"[[], [9, 8], [], [2], [3, 2], [], [], [], [5, 7], [6, 0]]","[4, None, 3, -2, 3, -1, 2, 0, -3, -4]",170,175,"{0, 1, 9}",3,8.0,1.0,best_second,w5087032,8.136810863675535,7.4489161025442,8.543835122362658,0,0,0,1,1,2
2821,"[[], [5, 6], [], [], [8, 2], [9, 3], [7, 0], [], [2], []]","[-1, None, -1, -4, -1, 4, -4, -3, -4, 3]",172,177,"{1, 5, 9}",11,8.0,2.0,best_second,w5087032,6.887552571664617,6.326149473155099,7.33823815006559,7,7,0,1,1,2
2823,"[[], [], [], [8, 2], [3, 6], [], [1, 0], [9, 5], [], [5]]","[-3, -2, -4, -2, None, 2, 3, 0, 0, 3]",174,179,"{1, 4, 6}",3,6.0,4.0,best_second,w5087032,7.906915488678587,7.756623334538858,8.527539483470381,1,1,0,1,1,2
2825,"[[3, 8], [], [], [8], [6, 5], [], [], [9, 4], [], [2, 1]]","[-1, 4, -1, 0, -1, 0, -2, None, 3, 3]",176,181,"{9, 1, 7}",7,1.0,2.0,best_second,w5087032,7.216709486709457,7.201170883281678,7.9017475185201445,7,7,0,1,1,2
2827,"[[], [], [], [1, 0], [9], [8, 2], [4, 9], [5, 3], [], []]","[-1, -3, -2, 1, -4, 1, 1, None, 2, 3]",178,183,"{8, 5, 7}",4,3.0,2.0,best_third,w5087032,8.200013648175434,6.403574197934815,8.353261499733874,3,3,0,1,1,2
2829,"[[], [], [], [5, 6], [], [0, 4], [1, 9], [8, 2], [2], []]","[-1, -2, -3, None, 0, 4, -4, -1, -1, 4]",180,185,"{0, 3, 5}",5,4.0,6.0,best_second,w5087032,7.96693349840484,7.346655163176539,8.397057390176256,4,3,1,0,1,2
2831,"[[9], [0, 9], [5, 8], [], [2, 6], [], [7, 3], [], [], []]","[4, -1, 2, -1, None, 2, 3, 3, 1, -3]",182,187,"{4, 6, 7}",3,4.0,1.0,best_min,w5087032,8.23190824356418,6.236369590203704,8.359134886757962,6,6,0,1,1,2
2833,"[[3, 4], [5, 9], [], [4], [], [7, 6], [], [], [], [2, 8]]","[3, None, 2, 0, -3, -2, -1, -2, 4, 2]",184,189,"{8, 1, 9}",7,2.0,1.0,best_second,w5087032,7.540090320145325,7.616283561580385,8.271804031154709,6,6,0,1,1,2
2835,"[[1, 9], [], [], [5], [], [], [3, 5], [0, 8], [2, 4], []]","[3, 1, -2, -4, -1, 1, -3, None, -4, -1]",186,191,"{0, 1, 7}",7,4.0,1.0,best_second,w5087032,7.707512194600341,6.913737350659685,8.080237416216702,4,4,0,1,1,2
2837,"[[], [6], [1, 6], [8, 5], [], [4, 9], [], [], [0, 7], []]","[0, -2, -3, None, 2, -2, -1, -4, 1, 1]",188,193,"{8, 0, 3}",2,5.0,1.0,best_min,w5087032,8.035278911144667,6.982862751468942,8.334471554600942,1,1,0,1,1,2
2839,"[[1, 5], [], [], [], [6, 3], [], [3], [2, 8], [], [0, 7]]","[3, 1, -1, 1, 4, -2, -1, 3, -3, None]",190,195,"{0, 9, 1}",3,5.0,2.0,best_third,w5087032,8.27842825919907,6.169610732491456,8.392763113038061,4,4,0,1,1,2
2841,"[[], [], [], [], [9], [7, 8], [4, 9], [1, 0], [3, 2], []]","[2, 0, -4, 0, 1, None, -1, 3, 4, -3]",192,197,"{8, 3, 5}",2,8.0,2.0,best_third,w5087032,7.358830898342354,7.30854279753919,8.026823576217629,5,4,1,0,0,2
2843,"[[2, 6], [9, 7], [5, 4], [], [], [], [8, 3], [], [], [7]]","[None, -3, -1, -1, -1, -3, -2, 4, 4, 0]",194,199,"{0, 8, 6}",5,1.0,2.0,best_third,w5087032,8.234830280442058,6.434546518787453,8.387539983189367,2,2,0,1,1,2
